Star HIP,RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name
77055,236.0153168331813,77.79447575416474,4.29,0.038,-1.4426002328126035e+17,-1.153592338312359e+18,3.165221503523411e+18,HD 63433 d
77070,236.06791061894705,6.425930627064599,2.63,1.167,-1.0843965609654189e+17,-1.1015863794282592e+18,-2.3186170661943936e+17,HD 63433 d
77233,236.5473906402622,15.421541494485512,3.65,0.073,-4.93617834534259e+17,-1.6950254397092905e+18,7.565554821770554e+16,HD 63433 d
77257,236.6093246573593,7.352601948287909,4.42,0.604,7.789685852926835e+16,-8.307125964066181e+17,-2.6298407632004627e+17,HD 63433 d
77450,237.18452864844204,18.140953435722388,4.09,1.616,-1.421940404296607e+18,-3.1632881980940503e+18,7.170512149768069e+17,HD 63433 d
77512,237.3979143571821,26.06795566969216,4.59,0.794,-4.818604372515055e+17,-1.7150986730729034e+18,3.785666496590581e+17,HD 63433 d
77516,237.4043592188684,-3.4303962656575124,3.54,-0.036,-5.165593164708122e+17,-1.7696585356247875e+18,-3.97573060016647e+17,HD 63433 d
77622,237.7049084632789,4.478155760125182,3.71,0.147,-7.844453053609325e+16,-1.0909398751789976e+18,-2.5746294081625754e+17,HD 63433 d
77634,237.73969113321,-33.62733677224542,3.97,-0.045,-5.88854146197662e+17,-1.9003219431214024e+18,-1.3868503442612168e+18,HD 63433 d
77635,237.7446658641347,-25.75146677388401,4.63,-0.072,-2.0973866062966093e+18,-4.2909715989452186e+18,-2.4544358754109804e+18,HD 63433 d
77655,237.807979891306,35.654992471244626,4.79,0.996,-1.3988286878059923e+17,-1.1907716246910602e+18,2.5041350412064384e+17,HD 63433 d
77661,237.8158844422805,20.97804295297864,4.74,1.534,-1.5820643916702984e+18,-3.4825278041516933e+18,1.028034244703827e+18,HD 63433 d
77760,238.17301537983292,42.45584798153074,4.6,0.563,8.552770779593338e+16,-8.370311208696643e+17,2.080570025725587e+16,HD 63433 d
